STRM,SUBJECT,CATALOG_NBR,LOCATION,ENRL_CAP,SSR_COMPONENT,ENRL_TOT,INSTRUCTORS
1124,CMPT,426,OFF,15,SEC,2,Cristina Eftenaru
1124,CMPT,426,METRO,30,SEC,8,Frances McLafferty
1124,CMPT,426,OFF,15,SEC,4,Frances McLafferty
1124,CMPT,427,METRO,30,SEC,30,Cristina Eftenaru
1124,CMPT,427,OFF,15,SEC,8,Cristina Eftenaru
1124,CMPT,427,METRO,30,SEC,7,Frances McLafferty
1124,CMPT,427,OFF,15,SEC,2,Frances McLafferty
1124,CMPT,428,METRO,30,SEC,26,Cristina Eftenaru
1124,CMPT,428,OFF,15,SEC,8,Cristina Eftenaru
1124,CMPT,428,METRO,30,SEC,5,Frances McLafferty
1124,CMPT,428,OFF,15,SEC,0,Frances McLafferty
1124,CMPT,429,METRO,30,SEC,15,Cristina Eftenaru
1124,CMPT,429,OFF,15,SEC,3,Cristina Eftenaru
1124,CMPT,429,METRO,30,SEC,0,Frances McLafferty
1124,CMPT,429,OFF,15,SEC,2,Frances McLafferty
1124,CMPT,430,METRO,30,SEC,4,Cristina Eftenaru
1124,CMPT,430,OFF,15,SEC,1,Cristina Eftenaru
1124,CMPT,430,METRO,30,SEC,1,Frances McLafferty
1124,CMPT,430,OFF,15,SEC,0,Frances McLafferty
1124,CMPT,431,BURNABY,55,LEC,39,Alexandra Fedorova
1124,CMPT,454,BURNABY,60,LEC,56,Wo-Shun Luk
1124,CMPT,470,HRBRCNTR,65,LEC,66,Gregory Baker
1124,CMPT,471,BURNABY,55,LEC,41,Janice Regan
1124,CMPT,477,BURNABY,40,LEC,34,Evgenia Ternovska
1124,CMPT,496,BURNABY,2,SEM,2,Gregory Baker
1124,CMPT,498,SURREY,10,SEC,10,"Arthur Kirkpatrick, Paul Tupper"
1124,CMPT,626,BURNABY,30,PRA,0,Cristina Eftenaru
1124,CMPT,626,OFF,30,PRA,3,Cristina Eftenaru
1124,CMPT,627,BURNABY,30,PRA,0,Cristina Eftenaru
1124,CMPT,627,OFF,30,PRA,0,Cristina Eftenaru
1124,CMPT,628,BURNABY,30,PRA,0,Cristina Eftenaru
1124,CMPT,628,OFF,30,PRA,0,Cristina Eftenaru
1124,CMPT,705,BURNABY,25,LEC,3,Petra Berenbrink
1124,CMPT,710,BURNABY,20,LEC,7,Gabor Tardos
1124,CMPT,777,BURNABY,10,LEC,6,Evgenia Ternovska
1124,CMPT,826,BURNABY,6,LEC,4,Robert Hadley
1124,CMPT,885,BURNABY,30,LEC,6,Arrvindh Shriraman
1124,CMPT,894,BURNABY,0,SEC,10,. Faculty
1124,CMPT,896,BURNABY,0,SEC,1,. Faculty
1124,CMPT,897,BURNABY,10,SEC,7,. Faculty
1124,CMPT,898,BURNABY,130,SEC,69,. Faculty
1124,CMPT,899,BURNABY,130,SEC,82,. Faculty
1124,ENSC,104,SURREY,4,SEC,5,Krishna Vijayaraghavan
1124,ENSC,182,SURREY,26,LEC,22,Amr Marzouk
1124,ENSC,182,SURREY,26,TUT,22,Amr Marzouk
1124,ENSC,182,SURREY,26,LEC,17,Amr Marzouk
1124,ENSC,182,SURREY,26,TUT,17,Amr Marzouk
1124,ENSC,182,SURREY,26,LAB,22,Amr Marzouk
1124,ENSC,182,SURREY,26,LAB,17,Amr Marzouk
1124,ENSC,194,BURNABY,10,SEC,0,
1124,ENSC,194,OFF,10,SEC,0,
1124,ENSC,194,SURREY,25,SEC,0,
1124,ENSC,195,BURNABY,25,SEC,23,
1124,ENSC,195,OFF,20,SEC,18,
1124,ENSC,195,SURREY,50,SEC,14,
1124,ENSC,195,OFF,15,SEC,9,
1124,ENSC,196,BURNABY,25,SEC,20,
1124,ENSC,196,OFF,10,SEC,6,
1124,ENSC,196,SURREY,50,SEC,12,
1124,ENSC,196,OFF,10,SEC,0,
1124,ENSC,204,BURNABY,137,LEC,134,Maryam Maleki
1124,ENSC,215,BURNABY,88,LEC,76,William Scratchley
1124,ENSC,215,BURNABY,88,TUT,76,
1124,ENSC,215,BURNABY,22,LAB,22,
1124,ENSC,215,BURNABY,22,LAB,19,
1124,ENSC,215,BURNABY,22,LAB,21,
1124,ENSC,215,BURNABY,22,LAB,14,
1124,ENSC,220,BURNABY,85,LEC,80,John Bird
1124,ENSC,220,BURNABY,85,TUT,80,John Bird
1124,ENSC,220,BURNABY,30,LAB,30,John Bird
1124,ENSC,220,BURNABY,30,LAB,29,John Bird
1124,ENSC,220,BURNABY,25,LAB,21,John Bird
1124,ENSC,224,BURNABY,112,LEC,103,Meenakshinathan Parameswaran
1124,ENSC,224,BURNABY,112,TUT,103,
1124,ENSC,225,BURNABY,80,LEC,81,Meenakshinathan Parameswaran
1124,ENSC,225,BURNABY,80,TUT,81,Meenakshinathan Parameswaran
1124,ENSC,225,BURNABY,80,RQL,81,
1124,ENSC,250,BURNABY,100,LEC,97,Lakshman One
1124,ENSC,250,BURNABY,100,TUT,97,
1124,ENSC,295,BURNABY,50,SEC,38,
1124,ENSC,295,OFF,20,SEC,20,
1124,ENSC,295,SURREY,50,SEC,11,
1124,ENSC,295,OFF,10,SEC,4,
1124,ENSC,296,BURNABY,30,SEC,5,
1124,ENSC,296,OFF,10,SEC,1,
1124,ENSC,296,SURREY,50,SEC,0,
1124,ENSC,296,OFF,10,SEC,0,
1124,ENSC,311,SURREY,80,LEC,78,Michael Brydon
1124,ENSC,311,SURREY,40,TUT,39,
1124,ENSC,311,SURREY,40,TUT,39,
1124,ENSC,320,BURNABY,50,LEC,45,Ljiljana Trajkovic
1124,ENSC,320,BURNABY,50,TUT,45,
1124,ENSC,320,BURNABY,50,RQL,39,
1124,ENSC,320,BURNABY,50,RQL,6,
1124,ENSC,325,BURNABY,65,LEC,47,". Faculty, Homa Eghbali"
1124,ENSC,325,BURNABY,65,TUT,47,
1124,ENSC,325,BURNABY,65,RQL,47,
1124,ENSC,331,SURREY,66,LEC,69,Behraad Bahreyni
1124,ENSC,331,SURREY,66,TUT,69,Behraad Bahreyni
1124,ENSC,331,SURREY,18,LAB,22,Behraad Bahreyni
1124,ENSC,331,SURREY,18,LAB,20,Behraad Bahreyni
1124,ENSC,331,SURREY,18,LAB,18,Behraad Bahreyni
1124,ENSC,331,SURREY,18,LAB,9,
1124,ENSC,332,SURREY,9,LEC,11,". Tbd, Amr Marzouk"
1124,ENSC,332,SURREY,9,TUT,11,Amr Marzouk
1124,ENSC,332,SURREY,9,LAB,11,Amr Marzouk
1124,ENSC,350,BURNABY,30,LEC,27,Lakshman One
1124,ENSC,350,BURNABY,30,TUT,27,
1124,ENSC,350,BURNABY,30,RQL,27,
1124,ENSC,364,SURREY,100,LEC,66,Martin Ordonez
1124,ENSC,364,SURREY,100,TUT,66,Martin Ordonez
1124,ENSC,364,SURREY,33,LAB,26,Martin Ordonez
1124,ENSC,364,SURREY,33,LAB,28,Martin Ordonez
1124,ENSC,364,SURREY,34,LAB,12,Martin Ordonez
1124,ENSC,380,BURNABY,50,LEC,42,Paul Ho
1124,ENSC,380,BURNABY,50,TUT,42,Paul Ho
1124,ENSC,383,BURNABY,50,LEC,50,Carlo Menon
1124,ENSC,383,BURNABY,50,TUT,50,
1124,ENSC,383,SURREY,90,LEC,70,Siamak Arzanpour
1124,ENSC,383,SURREY,90,TUT,70,Siamak Arzanpour
1124,ENSC,383,SURREY,25,LAB,24,Siamak Arzanpour
1124,ENSC,383,SURREY,25,LAB,24,Siamak Arzanpour
1124,ENSC,383,SURREY,25,LAB,22,Siamak Arzanpour
1124,ENSC,383,BURNABY,50,RQL,50,
1124,ENSC,384,SURREY,100,LEC,57,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour"
1124,ENSC,384,SURREY,100,TUT,57,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour"
1124,ENSC,384,SURREY,33,LAB,32,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour"
1124,ENSC,384,SURREY,33,LAB,14,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour"
1124,ENSC,384,SURREY,34,LAB,11,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour"
1124,ENSC,395,BURNABY,30,SEC,28,
1124,ENSC,395,OFF,10,SEC,5,
1124,ENSC,395,SURREY,50,SEC,9,
1124,ENSC,395,OFF,10,SEC,1,
1124,ENSC,396,BURNABY,10,SEC,0,
1124,ENSC,396,OFF,10,SEC,0,
1124,ENSC,396,SURREY,20,SEC,1,
1124,ENSC,396,OFF,10,SEC,0,
1124,ENSC,400,BURNABY,5,SEC,3,. Faculty
1124,ENSC,400,SURREY,5,SEC,3,Farid Golnaraghi
1124,ENSC,406,SURREY,50,LEC,42,Maureen Hindy
1124,ENSC,406,SURREY,50,TUT,42,Maureen Hindy
1124,ENSC,429,BURNABY,35,LEC,17,Daniel Lee
1124,ENSC,429,BURNABY,35,TUT,17,
1124,ENSC,429,BURNABY,35,RQL,17,
1124,ENSC,442W,SURREY,50,SEM,38,Farid Golnaraghi
1124,ENSC,442W,SURREY,50,TUT,38,Farid Golnaraghi
1124,ENSC,442W,SURREY,50,SEM,0,
1124,ENSC,460,SURREY,30,SEM,0,. Tbd
1124,ENSC,460,SURREY,20,LEC,0,. Faculty
1124,ENSC,460,BURNABY,20,TUT,0,
1124,ENSC,460,SURREY,20,LEC,13,Ehsan Asadi
1124,ENSC,460,SURREY,20,TUT,13,
1124,ENSC,460,SURREY,20,LAB,13,
1124,ENSC,460,SURREY,20,LAB,0,
1124,ENSC,461,SURREY,25,LEC,16,Erik Kjeang
1124,ENSC,461,SURREY,25,TUT,16,
1124,ENSC,461,SURREY,16,LEC,20,Martin Ordonez
1124,ENSC,461,SURREY,16,TUT,20,Martin Ordonez
1124,ENSC,461,SURREY,10,LAB,9,
1124,ENSC,461,SURREY,15,LAB,7,
1124,ENSC,461,SURREY,16,LAB,20,Martin Ordonez
1124,ENSC,462,SURREY,40,LEC,17,Woo Soo Kim
1124,ENSC,462,SURREY,40,TUT,17,Woo Soo Kim
1124,ENSC,462,SURREY,40,LAB,17,Woo Soo Kim
1124,ENSC,484,SURREY,57,LEC,47,". Tbd, Mohammad Al Qaderi, Reza Sabzehgar"
1124,ENSC,484,SURREY,57,TUT,47,"Mohammad Al Qaderi, Reza Sabzehgar"
1124,ENSC,494,BURNABY,10,SEC,7,. Faculty
1124,ENSC,494,SURREY,5,SEC,1,"Edward Park, Erik Kjeang, Farid Golnaraghi"
1124,ENSC,498,BURNABY,10,SEC,2,. Faculty
1124,ENSC,498,SURREY,5,SEC,0,. Faculty
1124,ENSC,499,BURNABY,10,SEC,2,. Faculty
1124,ENSC,499,SURREY,5,SEC,0,
1124,ENSC,803,BURNABY,40,LEC,22,Stephen Whitmore
1124,ENSC,891,BURNABY,10,SEC,17,. Tbd
1124,ENSC,892,BURNABY,10,SEC,5,. Tbd
1124,ENSC,893,SURREY,8,LEC,0,Martin Ordonez
1124,ENSC,893,SURREY,8,TUT,0,
1124,ENSC,894,SURREY,10,LEC,11,Erik Kjeang
1124,ENSC,894,SURREY,10,TUT,11,Erik Kjeang
1124,ENSC,894,SURREY,8,LEC,8,Martin Ordonez
1124,ENSC,894,SURREY,8,TUT,8,
1124,ENSC,894,SURREY,5,LAB,6,
1124,ENSC,894,SURREY,5,LAB,5,
1124,ENSC,894,SURREY,8,LAB,8,
1124,ENSC,895,SURREY,15,LEC,9,Woo Soo Kim
1124,ENSC,895,SURREY,15,TUT,9,
1124,ENSC,895,SURREY,15,LAB,9,
1124,ENSC,896,BURNABY,10,SEC,0,. Faculty
1124,ENSC,897,BURNABY,10,SEC,1,. Faculty
1124,ENSC,898,BURNABY,120,SEC,72,. Faculty
1124,ENSC,898,SURREY,100,SEC,25,
1124,ENSC,899,BURNABY,120,SEC,63,. Faculty
1124,ENSC,899,SURREY,100,SEC,40,
1124,MACM,101,BURNABY,80,SEC,76,Anthony Dixon
1124,MACM,101,BURNABY,150,LEC,137,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,25,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,22,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,21,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,22,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,24,Steven Pearce
1124,MACM,101,BURNABY,25,TUT,23,Steven Pearce
1124,MACM,316,BURNABY,180,LEC,180,Emily Walsh
1124,MACM,316,BURNABY,36,TUT,37,
1124,MACM,316,BURNABY,36,TUT,36,
1124,MACM,316,BURNABY,36,TUT,36,
1124,MACM,316,BURNABY,36,TUT,36,
1124,MACM,316,BURNABY,36,TUT,36,
1124,MATH,1XX,BURNABY,20,LEC,3,
1124,MATH,1XXQ,BURNABY,20,LEC,1,
1124,MATH,150,BURNABY,35,SEC,25,"Jamie Mulholland, Veselin Jungic"
1124,MATH,150,BURNABY,100,LEC,78,Justin Gray
1124,MATH,150,BURNABY,0,OPL,0,
1124,MATH,152,BURNABY,253,LEC,188,Mahdad Khatirinejad
1124,MATH,152,BURNABY,60,OPL,0,
1124,MATH,157,BURNABY,192,LEC,147,Imin Chen
1124,MATH,157,BURNABY,60,OPL,0,
1124,MATH,190,BURNABY,35,SEC,32,Justin Gray
1124,MATH,190,BURNABY,35,SEC,34,Justin Gray
1124,MATH,232,SURREY,150,LEC,116,Youssef Qranfal
1124,MATH,240,BURNABY,141,LEC,127,Andrew King
1124,MATH,251,BURNABY,229,LEC,200,Mahdad Khatirinejad
1124,MATH,251,BURNABY,60,OPL,0,
1124,MATH,254,BURNABY,105,LEC,91,Steven Ruuth
1124,MATH,254,BURNABY,35,TUT,32,
1124,MATH,254,BURNABY,35,TUT,31,
1124,MATH,254,BURNABY,35,TUT,28,
1124,MATH,302,BURNABY,1,SEC,1,Jamie Mulholland
1124,MATH,310,BURNABY,254,LEC,248,Veselin Jungic
1124,MATH,310,BURNABY,40,TUT,40,
1124,MATH,310,BURNABY,40,TUT,39,
1124,MATH,310,BURNABY,36,TUT,35,
1124,MATH,310,BURNABY,40,TUT,39,
1124,MATH,310,BURNABY,36,TUT,36,
1124,MATH,310,BURNABY,36,TUT,34,
1124,MATH,310,BURNABY,32,TUT,25,
1124,MATH,310,BURNABY,32,LEC,24,Veselin Jungic
1124,MATH,310,BURNABY,32,TUT,24,
1124,MATH,336,BURNABY,20,SEC,4,Stuart Billings
1124,MATH,336,OFF,20,SEC,1,Stuart Billings
1124,MATH,337,BURNABY,20,SEC,3,Stuart Billings
1124,MATH,337,OFF,20,SEC,0,Stuart Billings
1124,MATH,342,BURNABY,96,LEC,103,Imin Chen
1124,MATH,342,BURNABY,36,TUT,38,
1124,MATH,342,BURNABY,36,TUT,36,
1124,MATH,342,BURNABY,32,TUT,29,
1124,MATH,348,BURNABY,1,SEC,1,Scott Pai
1124,MATH,398,BURNABY,2,SEM,2,Matthew DeVos
1124,MATH,419,BURNABY,32,LEC,22,Paul Tupper
1124,MATH,436,BURNABY,20,SEC,2,Stuart Billings
1124,MATH,436,OFF,20,SEC,0,Stuart Billings
1124,MATH,437,BURNABY,20,SEC,1,Stuart Billings
1124,MATH,437,OFF,20,SEC,0,Stuart Billings
1124,MATH,461,BURNABY,25,LEC,21,JF Williams
1124,MATH,486,BURNABY,20,SEC,0,Stuart Billings
1124,MATH,486,OFF,20,SEC,0,Stuart Billings
1124,MATH,492,BURNABY,1,SEC,1,JF Williams
1124,MATH,603,BURNABY,20,SEM,13,David Pimm
1124,MATH,719,BURNABY,10,LEC,1,Paul Tupper
1124,MATH,761,BURNABY,2,LEC,0,JF Williams
1124,MATH,877,BURNABY,5,SEC,0,. Faculty
1124,MATH,879,BURNABY,6,SEC,3,Tom Archibald
1124,MATH,880,BURNABY,3,SEC,0,
1124,MATH,880,BURNABY,3,SEC,0,. Faculty
1124,MATH,880,BURNABY,3,SEC,0,. Faculty
1124,MATH,882,BURNABY,10,SEC,1,Tom Archibald
1124,MATH,890,BURNABY,6,SEC,1,Stuart Billings
1124,MATH,890,OFF,6,SEC,0,Stuart Billings
1124,MATH,891,BURNABY,6,SEC,1,Stuart Billings
1124,MATH,891,OFF,6,SEC,0,Stuart Billings
1124,MATH,892,BURNABY,6,SEC,0,Stuart Billings
1124,MATH,892,OFF,6,SEC,0,Stuart Billings
1124,MATH,893,BURNABY,6,SEC,0,Stuart Billings
1124,MATH,893,OFF,6,SEC,0,Stuart Billings
1124,MATH,894,BURNABY,6,SEC,1,Steven Pearce
1124,MATH,894,BURNABY,6,SEC,0,. Faculty
1124,MATH,894,BURNABY,6,SEC,0,. Faculty
1124,MATH,895,BURNABY,6,SEC,2,Alexander Rutherford
1124,MATH,895,BURNABY,6,SEC,2,Nilima Nigam
1124,MATH,895,BURNABY,6,SEC,0,. Faculty
1124,MATH,895,BURNABY,5,SEC,0,. Faculty
1124,MATH,896,BURNABY,6,SEC,0,. Faculty
1124,MATH,897,BURNABY,6,SEC,0,. Faculty
1124,MATH,898,BURNABY,35,SEC,23,
1124,MATH,898,OFF,5,SEC,0,
1124,MATH,899,BURNABY,35,SEC,28,
1124,MATH,899,OFF,5,SEC,0,
1124,PHYS,100,BURNABY,236,LEC,215,Peter Smith
1124,PHYS,100,BURNABY,18,LAB,15,
1124,PHYS,100,BURNABY,18,LAB,18,
1124,PHYS,100,BURNABY,18,LAB,16,
1124,PHYS,100,BURNABY,18,LAB,15,
1124,PHYS,100,BURNABY,18,LAB,16,
1124,PHYS,100,BURNABY,18,LAB,15,
1124,PHYS,100,BURNABY,18,LAB,20,
1124,PHYS,100,BURNABY,18,LAB,17,
1124,PHYS,100,BURNABY,18,LAB,18,
1124,PHYS,100,BURNABY,18,LAB,15,
1124,PHYS,100,BURNABY,18,LAB,16,
1124,PHYS,100,BURNABY,18,LAB,17,
1124,PHYS,100,BURNABY,18,LAB,17,
1124,PHYS,100,BURNABY,40,OPL,0,
1124,PHYS,101,BURNABY,160,LEC,136,Andrew Debenedictis
1124,PHYS,101,BURNABY,18,TUT,22,
1124,PHYS,101,BURNABY,18,TUT,18,
1124,PHYS,101,BURNABY,18,TUT,19,
1124,PHYS,101,BURNABY,18,TUT,19,
1124,PHYS,101,BURNABY,18,TUT,19,
1124,PHYS,101,BURNABY,18,TUT,19,
1124,PHYS,101,BURNABY,18,TUT,20,
1124,PHYS,102,BURNABY,190,LEC,162,Xiaoke Chen
1124,PHYS,102,BURNABY,18,TUT,23,
1124,PHYS,102,BURNABY,18,TUT,17,
1124,PHYS,102,BURNABY,18,TUT,18,
1124,PHYS,102,BURNABY,18,TUT,17,
1124,PHYS,102,BURNABY,18,TUT,18,
1124,PHYS,102,BURNABY,18,TUT,18,
1124,PHYS,102,BURNABY,18,TUT,18,
1124,PHYS,102,BURNABY,18,TUT,18,
1124,PHYS,102,BURNABY,18,TUT,15,
1124,PHYS,130,BURNABY,24,LAB,21,Andrew Debenedictis
1124,PHYS,130,BURNABY,24,LAB,23,Andrew Debenedictis
1124,PHYS,141,SURREY,54,LEC,27,Neil Alberding
1124,PHYS,141,SURREY,54,TUT,27,Neil Alberding
1124,PHYS,141,SURREY,54,LAB,27,Neil Alberding
1124,PHYS,221,BURNABY,48,LEC,37,Xiaoke Chen
1124,PHYS,221,BURNABY,24,TUT,15,
1124,PHYS,221,BURNABY,24,TUT,22,
1124,PHYS,233,BURNABY,18,LAB,4,Neil Alberding
1124,PHYS,335,BURNABY,10,SEC,0,Natalie Erickson
1124,PHYS,335,OFF,10,SEC,2,Natalie Erickson
1124,PHYS,336,BURNABY,10,SEC,0,Natalie Erickson
1124,PHYS,336,OFF,10,SEC,0,Natalie Erickson
1124,PHYS,432,BURNABY,5,SEC,4,Michael Thewalt
1124,PHYS,435,BURNABY,10,SEC,2,Natalie Erickson
1124,PHYS,435,OFF,10,SEC,0,Natalie Erickson
1124,PHYS,436,BURNABY,10,SEC,0,Natalie Erickson
1124,PHYS,436,OFF,10,SEC,1,Natalie Erickson
1124,PHYS,437,BURNABY,10,SEC,0,Natalie Erickson
1124,PHYS,437,OFF,10,SEC,0,Natalie Erickson
1124,PHYS,801,BURNABY,50,SEM,15,. Tbd
1124,PHYS,801,OFF,5,SEM,0,. Tbd
1124,PHYS,881,BURNABY,5,SEC,1,Dugan O'Neil
1124,PHYS,881,OFF,5,SEC,2,Dugan O'Neil
1124,PHYS,883,BURNABY,10,LEC,0,. Faculty
1124,PHYS,883,OFF,10,LEC,0,. Faculty
1124,PHYS,898,BURNABY,40,SEC,17,
1124,PHYS,898,OFF,5,SEC,1,
1134,PHYS,102,BURNABY,18,TUT,18,
1134,PHYS,102,BURNABY,18,TUT,18,
1134,PHYS,102,BURNABY,18,TUT,19,
1134,PHYS,102,BURNABY,18,TUT,18,
1134,PHYS,102,BURNABY,18,TUT,18,
1134,PHYS,102,BURNABY,18,TUT,17,
1134,PHYS,102,BURNABY,18,TUT,18,
1134,PHYS,102,BURNABY,18,TUT,10,
1134,PHYS,130,BURNABY,24,LAB,24,Sarah Johnson
1134,PHYS,130,BURNABY,24,LAB,20,Sarah Johnson
1134,PHYS,141,SURREY,54,LEC,25,Neil Alberding
1134,PHYS,141,SURREY,54,TUT,25,Neil Alberding
1134,PHYS,141,SURREY,54,LAB,25,Neil Alberding
1134,PHYS,221,BURNABY,63,LEC,61,Xiaoke Chen
1141,ENSC,295,OFF,10,SEC,13,
1141,ENSC,296,BURNABY,20,SEC,0,
1141,ENSC,296,OFF,10,SEC,0,
1141,ENSC,304,BURNABY,165,LEC,158,Parvaneh Saeedi
1141,ENSC,304,BURNABY,165,TUT,158,Parvaneh Saeedi
1141,ENSC,305W,BURNABY,75,LEC,70,Stephen Whitmore
1141,ENSC,320,BURNABY,100,LEC,57,John Bird
1141,ENSC,320,BURNABY,100,TUT,57,John Bird
1141,ENSC,320,BURNABY,100,OPL,0,John Bird
1141,ENSC,330,BURNABY,120,LEC,120,Bozena Kaminska
1141,ENSC,330,BURNABY,120,TUT,120,Bozena Kaminska
1141,ENSC,330,BURNABY,120,OPL,0,Bozena Kaminska
1141,ENSC,350,BURNABY,48,LEC,52,Lakshman One
1141,ENSC,350,BURNABY,48,TUT,52,Lakshman One
1141,ENSC,350,BURNABY,48,OPL,0,Lakshman One
1141,ENSC,351,BURNABY,87,LEC,77,William Scratchley
1141,ENSC,351,BURNABY,21,TUT,21,William Scratchley
1141,ENSC,351,BURNABY,22,TUT,20,William Scratchley
1141,ENSC,351,BURNABY,22,TUT,20,William Scratchley
1141,ENSC,351,BURNABY,22,TUT,16,William Scratchley
1141,MATH,486,OFF,20,SEC,0,Stuart Billings
1141,MATH,491,BURNABY,1,SEC,1,
1141,MATH,492,BURNABY,1,SEC,0,Marni Mishna
1141,MATH,741,BURNABY,10,LEC,0,Michael Monagan
1141,MATH,743,BURNABY,10,LEC,4,Marni Mishna
1141,MATH,748,SURREY,10,LEC,1,"Abraham Punnen, Tamon Stephen"
1141,MATH,762,BURNABY,10,LEC,0,Ralf Wittenberg
1141,MATH,808,SURREY,25,LEC,2,Tamon Stephen
1141,MATH,819,BURNABY,5,LEC,1,Michael Monagan
1141,MATH,820,BURNABY,25,LEC,2,Cedric Chauve
1144,STAT,898,OFF,5,SEC,0,. Faculty
1144,STAT,899,BURNABY,20,SEC,1,. Faculty
1144,STAT,899,OFF,5,SEC,0,. Faculty
